id,词条,tag,英文翻译,comment,俄文翻译,词条来源,辞典名称,翻译最大长度,备注1
0a0cc71c-7e43-4a72-bde4-8118bee917b2,Socket error on %1: %2,QNetworkAccessDebugPipeBackend,Socket error on %1: %2,,Ошибка сокета на %1: %2,qt,,,
54392729-a776-4ad9-8197-4ce69bb01cab,(unknown),Q3UrlOperator,(unknown),,(неизвестно),qt,,,
a23c0dea-7881-4485-8981-a0e6d56f6a7c,Toolwindow Font,QDesignerAppearanceOptionsWidget,Toolwindow Font,,Шрифт панели инструментов,designer,,,
1f791f5b-d4f7-44c9-aa9f-75c0c724bc8c,ID,QScriptBreakpointsModel,ID,,ID,qt,,,
7d07dffc-8280-4e86-a7c9-87f8b00ea35a,Reset,QPlatformTheme,Reset,,Сбросить,qtbase,,,
0c2eb498-bd45-4d3d-a686-1fb22ea08a57,character code point value in \u.... sequence is too large,QRegularExpression,character code point value in \u.... sequence is too large,,Значение кодовой точки в последовательности \u.... слишком велико,qtbase,,,
8a90b928-c6ed-4f40-8987-a175adf6ebd2,The XML of the custom widget %1 does not contain any of the elements <widget> or <ui>.,QDesignerPluginManager,The XML of the custom widget %1 does not contain any of the elements <widget> or <ui>.,,"XML пользовательского виджета %1 не содержит ни элемента <widget>, ни элемента <ui>.",designer,,,
0acdbace-6e05-40ce-8152-b67e8a64a0d3,Battery,QShortcut,Battery,,Батарея,qt,,,
cc99bef7-d75b-421f-9652-9e7912000e50,Unable to create object of type %1,QDeclarativeVME,Unable to create object of type %1,,Не удается создать объект типа %1,qt,,,
8e27d1d4-cf85-4d81-b04e-7b75577100f2,Plugin codec installation failed for codec: %0,Phonon::Gstreamer::MediaObject,Plugin codec installation failed for codec: %0,,Не удалось установить кодек плагина: %0,qt,,,
2119dead-80d9-44cb-9613-b09037fd4c69,unexpected end of file,QXml,unexpected end of file,,Неожиданный конец файла,qt,,,
259f7e6a-61a2-4297-afe0-17daa9c0ebe8,DragEnabled,AbstractItemEditor,DragEnabled,,Включение перетаскивания,designer,,,
d4685cde-8ac4-4d2a-9064-2a2b84babef4,Set control,QDesignerAxWidget,Set control,,Установить контроль,designer,,,
41856620-0e36-4d60-b1a4-a499f440ae6f,Write: %1,Q3FileDialog,Write: %1,,Запись: %1,qt,,,
c36f8d66-35e6-4bf5-ac06-341772740790,bad option value,QRegularExpression,bad option value,,Неверное значение опции,qtbase,,,
f3067642-fa00-4a4b-bc7e-2305e1425023,Save Profile,qdesigner_internal::DeviceProfileDialog,Save Profile,,Сохранить профиль,designer,,,
7f2b79e2-b957-4b8c-9ac8-dc2197395487,Go,QShortcut,Go,,Перейти,qt,,,
cf654d30-d2a7-4b22-bb28-a1997be0b688,<Filter>,HelpDocSettingsWidget,<Filter>,,<Фильтр>,assistant,,,
2ce6d76e-c002-44c2-8f94-f49d8114b7fc,Right edge,QWebPage,Right edge,,Правый край,qt,,,
13297c08-5c0a-4853-8d7e-65f8e6d07277,&Redo,QTextControl,&Redo,,&Повторить,qt,,,
b0c2fe6f-ec3d-4a48-831f-4fa8082c2e69,nested recursion at the same subject position,QRegularExpression,nested recursion at the same subject position,,вложенный рекурсивный вызов в позиции того же субъекта,qtbase,,,
85e5c166-6091-4827-96ec-fee77db74760,Proxy server error,Phonon::MMF,Proxy server error,,Ошибка прокси-сервера,qt,,,
3fc93137-3d17-4653-b3cd-0a5ad42d34e6,Sinhala,QFontDatabase,Sinhala,,Сингальский,qt,,,
681a3805-7197-431e-ad7c-ee174f936889,Error when setting the elliptic curves (%1),QSslSocket,Error when setting the elliptic curves (%1),,Ошибка при установке эллиптических кривых (%1),qtbase,,,
d047486d-0aae-434a-b7e8-d7396e1922d1,Notation %1 already defined.,QtXmlPatterns,Notation %1 already defined.,,Обозначение %1 уже определено.,qt,,,
b15e5a69-5e9a-473e-9cea-4b75c96e4d62,Promote to,qdesigner_internal::PromotionTaskMenu,Promote to,,Повысить до,designer,,,
1b1e32b1-52bf-468f-b51d-8cf8c234b9cf,Will not rename sequential file using block copy,QFile,Will not rename sequential file using block copy,,Не переименовывать последовательный файл с использованием блоковой копии,qtbase,,,
1530bbae-389c-4564-8a6f-6ec88cbdf73f,Cannot create empty component specification,QDeclarativeCompiler,Cannot create empty component specification,,Невозможно создать пустую спецификацию компонента,qt,,,
e93e3547-02d4-4d9d-8866-ffb0dd5a4d23,Condition,QScriptBreakpointsModel,Condition,,Условие,qt,,,
94ef0ad7-b19e-4a2f-9582-7a8c71cba8f6,Invalid property type modifier,QDeclarativeParser,Invalid property type modifier,,Некорректный модификатор типа свойства,qt,,,
2b23c111-bedc-4515-80ef-7a981abd0669,Usage,qdesigner_internal::PromotionModel,Usage,,Использование,designer,,,
0bc200d6-956f-4043-930a-76f50182faea,Form &Settings...,qdesigner_internal::FormWindowManager,Form &Settings...,,Форма &Настройки...,designer,,,
8bbfc384-a177-4737-a258-d81d976327a7,Change Object Name,ObjectNameDialog,Change Object Name,,Изменить имя объекта,designer,,,
1a0b2327-0b3a-4750-9dc0-9f5a3173ae76,Style,BrushPropertyManager,Style,,Стиль,designer,,,
4ca1dcc7-c650-48b1-8a17-9c4e1ff74191,Client-side sockets do not send OCSP responses,QSslSocket,Client-side sockets do not send OCSP responses,,Сокеты на стороне клиента не отправляют ответы OCSP,qtbase,,,
25ef9a9e-a189-4c24-aee8-0308259b3fc7,Home,QShortcut,Home,,Главная,qt,,,
bc0411d1-b787-4053-9220-4cde8bc6b0df,Cannot assign primitives to lists,QDeclarativeCompiler,Cannot assign primitives to lists,,Невозможно назначить примитивы спискам,qt,,,
c5219f23-9959-4ebd-b4f8-0369e45dbef1,Signal,qdesigner_internal::ConnectionModel,Signal,,Сигнал,designer,,,
a0ffb8bf-d5b0-4125-a425-199373c2f1d5,Could not prepare/execute statement,QMimerSQLResult,Could not prepare/execute statement,,Не удалось подготовить/выполнить утверждение,qtbase,,,
3e40e646-8ad1-49e1-9b19-30bd7ff866ee,Title of the first window.,QGuiApplication,Title of the first window.,,Заголовок первого окна.,qtbase,,,
36e1d95c-bc06-46f7-9d71-80acd217195d,An internal token was invalid,QSslSocket,An internal token was invalid,,Внутренний токен был недействительным,qtbase,,,
e795152b-bcdf-4a73-b49a-9eed76f3dbb5,Subscript,qdesigner_internal::RichTextEditorToolBar,Subscript,,Индекс,designer,,,
15dbc9d3-59db-4d3b-98dd-628776ac37fe,Derived particle allows content that is not allowed in the base particle.,QtXmlPatterns,Derived particle allows content that is not allowed in the base particle.,,"Производная частица позволяет содержимое, недопустимое в базовой частице.",qt,,,
047c18f3-e640-4e5e-bef6-ddc6c3d9076a,Unable to rollback transaction,QOCIDriver,Unable to rollback transaction,,Невозможно откатить транзакцию,qt,,,
44a74f68-621d-4749-98aa-6c3415985dab,TTL expired,QSocks5SocketEngine,TTL expired,,Срок действия TTL истек,qt,,,
e815712f-c01b-488d-9b98-ce4487604feb,Memo,QShortcut,Memo,,Заметка,qtbase,,,
e27599e1-49cf-4f45-8ef0-0f7152ca8072,Insert Page After Current Page,qdesigner_internal::ContainerWidgetTaskMenu,Insert Page After Current Page,,Вставить страницу после текущей страницы,designer,,,
e4f0faa0-4cf8-46b2-bc7e-ac0ca42abca5,Time %1:%2:%3.%4 is invalid.,QtXmlPatterns,Time %1:%2:%3.%4 is invalid.,,Время %1:%2:%3.%4 недействительно.,qt,,,
2a863d59-cbd5-4189-95b3-3cc3d071fdca,File,QFileDialog,File,,Файл,qt,,,
ed42782d-ec71-46ee-8bb2-1d49fa3b10ad,Unable to open the form template file '%1': %2,qdesigner_internal::NewFormWidget,Unable to open the form template file '%1': %2,,Невозможно открыть файл шаблона формы '%1': %2,designer,,,
a0f39f98-3f21-489c-81a6-038b5f510a5f,garbage at the end of the document,QJsonParseError,garbage at the end of the document,,Некорректные данные в конце документа,qtbase,,,
f9c24dd6-69a1-4076-9813-0f44195da7bf,Preview (%1),qdesigner_internal::PaletteEditor,Preview (%1),,Предварительный просмотр (%1),designer,,,
aed461c0-de3d-4aa1-90bb-22337d9cb8eb,using UTF is disabled by the application,QRegularExpression,using UTF is disabled by the application,,Использование UTF отключено приложением,qtbase,,,
730434a5-74d6-498a-ba65-354412d0bb04,Component with ID %1 has been defined previously.,QtXmlPatterns,Component with ID %1 has been defined previously.,,Компонент с ID %1 уже был определен ранее.,qt,,,
09285542-9b14-49a8-9ad9-667cd25d8e58,Entity '%1' not declared.,QXmlStream,Entity '%1' not declared.,,Сущность '%1' не объявлена.,qt,,,
a04ce5d7-9030-4a43-b8ef-0bdee6ab70a1,internal error: parsed pattern overflow,QRegularExpression,internal error: parsed pattern overflow,,Внутренняя ошибка: переполнение распарсенного шаблона,qtbase,,,
1e4432a8-c457-4d33-830f-8eb810cde418,One of the CA certificates is invalid,QSslSocket,One of the CA certificates is invalid,,Один из сертификатов CA недействителен,qtbase,,,
0a656332-da8d-4032-aa63-7d689d87775f,Top,qdesigner_internal::QDesignerTaskMenu,Top,,Верх,designer,,,
8f051216-3916-4e19-a649-2087a4f55f4f,The variable %1 is unused,QtXmlPatterns,The variable %1 is unused,,Переменная %1 не используется,qt,,,
8c20ad01-38bf-4540-b2db-61612eb3fd11,Error writing to process,QProcess,Error writing to process,,Ошибка записи в процесс,qt,,,
05cd1199-d4a9-4e7c-ac0a-d0c45950bfcd,Secret,QCupsJobWidget,Secret,CUPS Banner page,Секрет,qtbase,,,
77d6b342-6a17-4291-983d-f57a669f782a,There is already a class named %1.,QCoreApplication,There is already a class named %1.,,Класс с именем %1 уже существует.,designer,,,
36964cce-929e-4cef-a2e7-2da1a55ed29f,DOS,QShortcut,DOS,,ДОС,qt,,,
60eb86eb-a82d-458f-b218-37684ac53caf,a section name is empty or extends past the end of the file,QLibrary,a section name is empty or extends past the end of the file,,Название секции пусто или выходит за пределы конца файла,qtbase,,,
46ba1bbb-3d54-4ee0-a5b8-3bb537cdfb94,Page setup,QPrintPreviewDialog,Page setup,,Настройка страницы,qt,,,
37462b99-e1d6-411b-a52c-c2a495c398bc,"[%1, %2]",QtPropertyBrowserUtils,"[%1, %2]",,"[%1, %2]",designer,,,
e91335e8-ba0b-4b94-b24b-2e73504b0242,"Expected %1, but got '%2'.",QXmlStream,"Expected %1, but got '%2'.",,"Ожидано %1, но получено '%2'.",qtbase,,,
538619fc-580d-4778-baff-84ec90ae3059,Delete String,qdesigner_internal::Dialog,Delete String,,Удалить строку,designer,,,
a1416338-7c91-4c00-ac2a-e82b8a34308d,Spellchecker,QShortcut,Spellchecker,,Проверка орфографии,qtbase,,,
edb97540-74b4-4fc1-a137-76ed3593e406,Spread,QtGradientEditor,Spread,,Распространение,designer,,,
d5e17b4e-b1c0-48b5-b1eb-dceedb60e2e4,9 (3x3),QPrintDialog,9 (3x3),,9 (3x3),qtbase,,,
5d817296-f3c9-43bb-977c-71ea73b497e0,Unexpected element <%1>,FormWindow,Unexpected element <%1>,,Непредвиденный элемент <%1>,designer,,,
63ebfb0f-d60b-4099-8dc3-1098412a174a,Child process set up failed: %1: %2,QProcess,Child process set up failed: %1: %2,,Ошибка установки дочернего процесса: %1: %2,qtbase,,,
02929bff-6344-42bd-a303-4a637fbd3a36,&Find in Script...,QScriptDebugger,&Find in Script...,,&Найти в скрипте...,qt,,,
6d4bd4b0-8ec0-414b-a4ee-415f1e01c52b,Backward diagonal,BrushPropertyManager,Backward diagonal,,Наклонная диагональ в обратном направлении,designer,,,
933f46a9-d107-470b-b9ab-92f30cb04e5c,Loaded Plugins,qdesigner_internal::PluginDialog,Loaded Plugins,,Загруженные плагины,designer,,,
5b5f0c76-7caa-430b-a360-55037b6a8d5d,"Invalid alias reference. Unable to find id ""%1""",QDeclarativeCompiler,"Invalid alias reference. Unable to find id ""%1""",,"Некорректная ссылка на псевдоним. Не удалось найти идентификатор ""%1""",qt,,,
9dc0e090-ca4c-4f2b-867f-49e0ad89534c,Lao,QFontDatabase,Lao,,Lao,qt,,,
121f2ed9-7575-4e2d-b143-5fdb59024661,Could not write %1: %2,QtResourceEditorDialog,Could not write %1: %2,,Не удалось записать %1: %2,designer,,,
c82772e9-d082-4f6f-8b6c-3895ac691dae,A comment cannot contain %1,QtXmlPatterns,A comment cannot contain %1,,Комментарий не может содержать %1,qt,,,
42e88cb2-3598-4706-9fc4-0bd6e3228f80,Add Tool Bar,qdesigner_internal::QDesignerTaskMenu,Add Tool Bar,,Добавить панели инструментов,designer,,,
4a2ff574-d771-492f-a184-cfb1f242fe32,Night (18:00 to 05:59),QCupsJobWidget,Night (18:00 to 05:59),,Ночь (18:00–05:59),qtbase,,,
fcc09535-f3d0-4686-84f7-d4dfe125ae54,Find,QShortcut,Find,,Найти,qtbase,,,
eb525d90-2497-4a52-bf2b-152bde6abaf4,Ledger (432 x 279 mm),QPrintDialog,Ledger (432 x 279 mm),,Дебиторская книга (432 x 279 мм),qt,,,
a72c5a26-1e50-46dd-abe7-b401e55808b2,%1 - [%2 Code],qdesigner_internal::CodeDialog,%1 - [%2 Code],,%1 - [%2 Code],designer,,,
7d889c58-2375-424a-9996-523620299c88,Save Code,qdesigner_internal::CodeDialog,Save Code,,Сохранить код,designer,,,
1dca5722-b838-48de-8256-ae6dc3728f1e,Return streaming movie to real-time,QWebPage,Return streaming movie to real-time,,Вернуть стриминговое видео в реальное время,qt,,,
530a0813-5a3f-4c6f-9af6-949bcdd1abc9,<noname>,ObjectInspectorModel,<noname>,,<noname>,designer,,,
42705b24-35f7-45b9-bae6-52df50884db1,<title>about:blank</title>,HelpViewer,<title>about:blank</title>,,<title>about:blank</title>,assistant,,,
31976ed3-783a-44d1-8e3e-d5d384a541cb,Show All,MAC_APPLICATION_MENU,Show All,,Показать все,qtbase,,,
2c379835-26b3-40fa-9895-8d89122d1be1,button with drop down,QSpiAccessibleBridge,button with drop down,,кнопка с выпадающим списком,qtbase,,,
b2260130-b088-4bde-a153-b320adb81ba2,StringList,qdesigner_internal::Dialog,StringList,,StringList,designer,,,
c5536751-910d-4c4b-874e-09f5104b2246,Delete Item,qdesigner_internal::ItemListEditor,Delete Item,,Удалить элемент,designer,,,
90e33298-ee07-481e-a550-b4a2fe38daa8,"%1
File not found.
Check path and filename.",Q3FileDialog,"%1
File not found.
Check path and filename.",,%1,qt,,,
0664ba6f-bafd-43f9-8565-9aa35e327284,OK,Q3TabDialog,OK,,OK,qt,,,
b555e4e4-5c6b-463b-b2e6-e07ccf07fcc1,Unable to execute query,QIBaseResult,Unable to execute query,,Не удалось выполнить запрос,qt,,,
2111ef36-56d0-4cc5-9303-cc4c591c3f56,Menu,QDesignerMenuBar,Menu,,Меню,designer,,,
740f37cf-590a-45a0-8cc3-8a8131936aa1,There are conflicts in page setup options. Do you want to fix them?,QPrintPropertiesDialog,There are conflicts in page setup options. Do you want to fix them?,,Существуют конфликты в настройках страницы. Желаете исправить их?,qtbase,,,
56c02ca9-9b8a-4b35-bec4-c416b260b9d8,The skin cursor image file '%1' does not exist.,DeviceSkin,The skin cursor image file '%1' does not exist.,,Файл изображения курсора кожи '%1' не существует.,designer,,,
3d7f6a99-ae5b-4b87-8215-e82c4b557522,Phone,QShortcut,Phone,,Телефон,qt,,,
2b77462b-904d-41d8-aa19-b37cde78dc99,Print selection,QPrintDialog,Print selection,,Печать выделения,qt,,,
a4ce1e57-45f4-4c2f-b407-fde3a546ed1b,Zenkaku,QShortcut,Zenkaku,,Zenkaku,qtbase,,,
89606bad-601d-442d-ac90-5ef362c8d955,Action Editor,QDesignerToolWindow,Action Editor,,Редактор действий,designer,,,
295731d3-548b-4d91-b948-f6753276e198,About Plugins,QDesignerActions,About Plugins,,О плагинах,designer,,,
bfad8eee-1853-42f1-9680-1f168ca937b1,cell,QSpiAccessibleBridge,cell,,ячейка,qtbase,,,
5cf2f84b-edcd-455d-880d-51a893fc9648,"Could not register documentation file
%1
Reason:
%2",Assistant,"Could not register documentation file
%1
Reason:
%2",,Не удалось зарегистрировать файл документации,assistant,,,翻译验证失败: 占位符丢失: %1; 翻译验证失败: 占位符丢失: %2
512eafd6-4e66-4e4e-b9e8-a907bb1a1a07,B9 (44 x 62 mm),QPrintDialog,B9 (44 x 62 mm),,%1,qt,,,
43bbb3f3-c2d0-4f4a-af8a-bd8958d6bf50,Unable to logon,QOCIDriver,Unable to logon,,Причина:,qt,,,
91c8e808-c9d6-4074-99fb-c1485e53cf8c,The DTLS connection has been shutdown,QDtls,The DTLS connection has been shutdown,,%2,qtbase,,,
c8d0cd79-3910-4915-8bd7-3875a0656775,Wrong number of parameters,QMimerSQLResult,Wrong number of parameters,,B9 (44 x 62 мм),qtbase,,,
97bfbfad-7c29-4a5a-ad5d-5dbb983eb8d8,Could not reset to read data,QTgaFile,Could not reset to read data,,Не удается войти,qtbase,,,
3468e86d-3d4c-44e4-8d70-99f6b7cdd654,XDG Theme,qdesigner_internal::DesignerPropertyManager,XDG Theme,,Соединение DTLS было завершено,designer,,,
1d565ced-5ec8-4b8d-8254-94fc076a9cc0,Change target,Command,Change target,,Неправильное количество параметров,designer,,,
314a93b7-e347-450a-a124-d2f36e866273,%1: The socket operation is not supported,QLocalSocket,%1: The socket operation is not supported,,Не удалось сбросить для чтения данных,qtbase,,,翻译验证失败: 占位符丢失: %1
9be476c5-04ff-425e-a6c4-d23a3b0ca331,%1: Socket resource error,QLocalSocket,%1: Socket resource error,,XDG Theme,qtbase,,,翻译验证失败: 占位符丢失: %1
397817b9-6709-400a-9592-7e445c394c68,Closes the window,Q3TitleBar,Closes the window,,Изменить целевой объект,qt,,,
8a91e17e-50d2-4baa-8791-72c3df112daa,Rename...,QHelpFilterSettingsWidget,Rename...,,%1: Операция с сокетом не поддерживается,qt_help,,,
f0f96567-c1e9-4310-9d43-bc9ce4f59d9f,Breakpoints,QScriptEngineDebugger,Breakpoints,,%1: Ошибка ресурса сокета,qt,,,
98fe598c-4fb0-4a41-86c7-4c6210c162a7,Move Item Right (as a First Subitem of the Next Sibling Item),qdesigner_internal::TreeWidgetEditor,Move Item Right (as a First Subitem of the Next Sibling Item),,Закрывает окно,designer,,,
1fa483cb-20e9-45d8-a6d1-1d0eb0c02808,"%1, %2",qdesigner_internal::DesignerPropertyManager,"%1, %2",,Переименовать...,designer,,,翻译验证失败: 占位符丢失: %1; 翻译验证失败: 占位符丢失: %2
5cc2c1e8-15bb-434f-984a-998975237f7f,%1 Style,qdesigner_internal::PreviewActionGroup,%1 Style,,Брейкпоинты,designer,,,翻译验证失败: 占位符丢失: %1
4ee8782c-9b96-4d09-baf5-a8cfccc340c6,Sort,Q3FileDialog,Sort,,Переместить элемент вправо (как первый подэлемент следующего родственного элемента),qt,,,
1881d827-9c05-4a9d-a97a-a62926820afb,Invalid HTTP chunked body,QHttp,Invalid HTTP chunked body,,"%1, %2",qt,,,
c249dd08-88fc-42d3-9877-60767806b759,notification,QSpiAccessibleBridge,notification,,%1 Стиль,qtbase,,,
9c6097f5-4efb-4c7c-85f4-036249fad4e9,file has no sections,QLibrary,file has no sections,,Сортировать,qtbase,,,
e2ea69ad-45e2-4a27-a88f-f267c5701095,File exists,QPrintDialog,File exists,,Недействительный фрагмент HTTP с разделяемым телом,qt,,,
a0c94014-74f4-491b-a7ee-ef154b9ba3f8,Print range,QPrintSettingsOutput,Print range,,уведомление,qtbase,,,
27bcc92e-32f1-4155-b111-0ebde94b7395,column header,QSpiAccessibleBridge,column header,,файл не имеет разделов,qtbase,,,
b0333c2b-13ec-473a-a63f-37436b5a8e87,"Listing directory failed:
%1",QFtp,"Listing directory failed:
%1",,Файл существует,qt,,,翻译验证失败: 占位符丢失: %1
805f5295-8e43-49bd-a7a3-20ec585349b4,Filter Exists,QHelpFilterSettingsWidget,Filter Exists,,Печать диапазона,qt_help,,,
3e3bb6d8-73a4-4617-8d13-d95297cc5bca,section,QSpiAccessibleBridge,section,,заголовок столбца,qtbase,,,
e43c322f-6f82-496a-8af7-36a59b23c6b3,Select IM,QMultiInputContext,Select IM,,Ошибка при выводе каталога:,qt,,,
90f770e4-be27-4af7-9a9f-a1ec0901f5e8,Address Toolbar,MainWindow,Address Toolbar,,%1,assistant,,,
08c80bb6-e8a8-4970-b3aa-a49aaab1283f,True,QtBoolPropertyManager,True,,Фильтр существует,designer,,,
1458688a-5bcd-405c-8445-33ee1c4ddba5,Unknown option: %1,CmdLineParser,Unknown option: %1,,раздел,assistant,,,翻译验证失败: 占位符丢失: %1
fb50d2ab-29ac-4f05-b0f6-27fa011ef84d,Invalid alias reference. An alias reference must be specified as <id> or <id>.<property>,QDeclarativeCompiler,Invalid alias reference. An alias reference must be specified as <id> or <id>.<property>,,Выбрать IM,qt,,,
8dcf84d9-182e-4f90-b202-45e6b32a36e0,Audio Rewind,QShortcut,Audio Rewind,,Строка адреса,qt,,,
8bd2fba9-b20c-4a2d-8071-cf2bd9edb8c8,Drive,QAbstractFileIconProvider,Drive,,Истина,qtbase,,,
4880b261-5e7c-4730-896d-e90f4e4ee3d4,Unable to execute batch statement,QOCIResult,Unable to execute batch statement,,Неизвестный параметр: %1,qt,,,
6ee9a557-765f-49bd-999e-c940770d016a,Num Lock,QShortcut,Num Lock,,Недействительная ссылка на псевдоним. Ссылка на псевдоним должна указываться в виде <id> или <id>.<property>,qt,,,
6efc5a19-aa93-41da-b361-63c6b9b0856e,Ok,QSoftKeyManager,Ok,,Отмотка звука,qt,,,
580b2076-7925-4584-95cc-23891f409412,PM,QDateTimeEdit,PM,,Диск,qt,,,
a6a89f77-56b1-47bc-aa7f-22183fd1c12d,Show my home page,PreferencesDialogClass,Show my home page,,Не удается выполнить пакетное заявление,assistant,,,
7d432b7d-1089-4a4f-a558-0e76cd1092a9,Add Documentation,HelpDocSettingsWidget,Add Documentation,,Num Lock,assistant,,,
3a3c3eec-414e-40eb-b27b-a411fed28085,Unable to initialize,QOCIDriver,Unable to initialize,QOCIDriver,Невозможно инициализировать,qtbase,,,
82f9ace5-fdaf-4dff-b35f-b03ae9eb781a,PreferDefaultHinting,FontPropertyManager,PreferDefaultHinting,QFont::StyleStrategy combo,PreferDefaultHinting,designer,,,
61de8a43-dc99-4547-89e7-b51b866d94d5,The skin configuration file '%1' could not be opened.,DeviceSkin,The skin configuration file '%1' could not be opened.,,Файл конфигурации шины '%1' не удалось открыть.,designer,,,
38d882bb-a769-43b3-bd3e-650f56de114c,Error decoding: %1: %2,QDeclarativePixmap,Error decoding: %1: %2,,Ошибка декодирования: %1: %2,qt,,,
afc8fefe-ed73-443b-a5c1-96ec04bcd32d,An empty class name was passed on to %1 (object name: '%2').,QFormBuilder,An empty class name was passed on to %1 (object name: '%2').,,В функцию %1 было передано пустое имя класса (имя объекта: '%2').,designer,,,
0c3d36d7-e915-4186-807b-05016369c252,Cannot assign object to interface property,QDeclarativeVME,Cannot assign object to interface property,,Нельзя присвоить объект свойству интерфейса,qt,,,
0a59baea-a88f-4207-b249-06c5b358b3b2,Fonts,AppFontWidget,Fonts,,Шрифты,designer,,,
8ef27ce7-3588-4c56-a169-6eb2537cc135,Copy Image,QWebPage,Copy Image,,Копировать изображение,qt,,,
315b7552-2c88-4420-8ca8-384e43b17bd7,No,QShortcut,No,,Нет,qt,,,
59eefbcc-ef9f-4118-b9b9-fe0b2be3f0d3,Unable to execute multiple statements at a time,QSQLiteResult,Unable to execute multiple statements at a time,,Невозможно выполнять несколько операций одновременно,qtbase,,,
6538562e-cc29-402f-8bdc-178887d18495,Media Record,QShortcut,Media Record,,Запись медиаконтента,qtbase,,,
e4c9b789-7f32-497e-b5ce-58beee62de79,"Invalid documentation file ""%1"".",QHelpCollectionHandler,"Invalid documentation file ""%1"".",,"Недействительный файл документации ""%1"".",qt_help,,,
c24f0f42-5923-4e05-9230-0fbcbf6e52ea,New Column,qdesigner_internal::TableWidgetEditor,New Column,,Новая колонка,designer,,,
1513e2f8-eb69-4f98-a008-a5d1a9f7095b,"Removing directory failed:
%1",QFtp,"Removing directory failed:
%1",,Отмена удаления каталога:,qt,,,翻译验证失败: 占位符丢失: %1
7d564dd7-94d8-4b2c-a1c0-161f052daa4a,Customized (%n roles),qdesigner_internal::DesignerPropertyManager,Customized (%n roles),,%1,designer,,,
a1e4c2c5-27eb-4ab6-9c45-c50df73bf489,The supplied certificate is unsuitable for this purpose,QSslSocket,The supplied certificate is unsuitable for this purpose,,Персонализировано (%n ролей),qt,,,
0f406044-006d-4b73-bc0e-b93845b4113a,Paste,QCocoaMenuItem,Paste,,Предоставленный сертификат не подходит для этой цели,qtbase,,,
be530a07-c26a-4d7f-854e-3577520e85b6,Add dynamic property '%1' to '%2',Command,Add dynamic property '%1' to '%2',,Вставить,designer,,,翻译验证失败: 占位符丢失: %1; 翻译验证失败: 占位符丢失: %2
80831cf3-9f08-43fe-a265-e0d7cda51bce,Go to Line,QScriptDebugger,Go to Line,,Добавить динамическое свойство '%1' в '%2',qt,,,
703dd86d-3e2b-4407-a5e5-3f718617ca10,Invalid component body specification,QDeclarativeCompiler,Invalid component body specification,,Перейти к строке,qt,,,
d2b4023a-dbe7-49ae-a487-6203b85213f9,Script %1 unavailable,QDeclarativeTypeData,Script %1 unavailable,,Недействительное описание тела компонента,qt,,,翻译验证失败: 占位符丢失: %1
d1cddf0b-9a5e-4f9b-bf04-fff171a77f2b,Add in Folder:,BookmarkDialog,Add in Folder:,,Скрипт %1 недоступен,assistant,,,
4c92d8f5-e60c-49a9-8bd6-b624c2c60e68,Create Menu Bar,qdesigner_internal::QDesignerTaskMenu,Create Menu Bar,,Добавить в папку:,designer,,,
74fd250f-5d8d-4aff-8a37-46e42f59dfc2,Yes to All,QAndroidPlatformTheme,Yes to All,,Создать панель меню,qtbase,,,
4db96731-1956-47d8-b591-d97b9da2dc2b,Unrecognized command %1 = %2,QSslSocket,Unrecognized command %1 = %2,,Да для всех,qtbase,,,翻译验证失败: 占位符丢失: %1; 翻译验证失败: 占位符丢失: %2
43963ece-c970-4887-b058-7b39c6010723,%1: create size is less then 0,QSharedMemory,%1: create size is less then 0,,Неизвестная команда %1 = %2,qt,,,
c84e0db6-d9a7-44a8-bdf7-9c84d912946d,'%1' is not a file.,AppFontManager,'%1' is not a file.,,%1: размер создания меньше 0,designer,,,
7e75fe87-4647-4b47-8224-27d12851c49a,Expected property type,QDeclarativeParser,Expected property type,,'%1' — это не файл.,qt,,,
b10e31a0-fa5b-479a-8dfc-fc58e79fc9b0,Launch Media,QShortcut,Launch Media,,Ожидаемый тип свойства,qt,,,
e894ffe4-6aef-4936-806e-6010dea291a4,Alt+Left,QFileDialog,Alt+Left,,Запуск медиаконтента,qtbase,,,
99563796-67c3-45a0-9887-0f8ea71f4973,Could not read image data,QTgaFile,Could not read image data,,Alt+Left,qtbase,,,
14b151be-6cf9-4265-a8ad-d0648ec1ad45,"The plugin '%1' uses incompatible Qt library. Expected build key ""%2"", got ""%3""",QLibrary,"The plugin '%1' uses incompatible Qt library. Expected build key ""%2"", got ""%3""",,Невозможно прочитать данные изображения,qt,,,翻译验证失败: 占位符丢失: %1; 翻译验证失败: 占位符丢失: %2; 翻译验证失败: 占位符丢失: %3
cf320512-c118-42fe-b80b-00bd22898a23,met internal limit,QRegExp,met internal limit,,"Плагин '%1' использует несовместимую библиотеку Qt. Ожидалась ключевая информация сборки ""%2"", получена ""%3""",qt,,,
a72c3f59-ed4d-4289-b4ea-12d4a784dff6,Decoder error,Phonon::MMF,Decoder error,,Превышен внутренний лимит,qt,,,
43b16039-c0bb-49c3-afe3-75420ceda115,Cut,QWebPage,Cut,,Ошибка декодера,qt,,,
1093eba7-4406-49bc-9cdb-d156aba54bae,Network error,QNativeSocketEngine,Network error,,Вырезать,qtbase,,,
1e8d465c-778a-489b-a309-73087884e5bf,The bound address is already in use,QNativeSocketEngine,The bound address is already in use,,Ошибка сети,qtbase,,,
